page,comment_id,comment_text,comment_time,comment_url,commenter_name,commenter_url,replies_number,post_id
Microsoft,10158679776003721,We learn something new every day. Some of it is good and others great. If we apply what we learn to make our lives and that of others better we improve the world. .,2021-09-09 15:10:12,https://facebook.com/10158679776003721,Anne-Marie Henderson,https://facebook.com/annemarie.henderson.33?fref=nf&rc=p&refid=52&__tn__=R,0,10158488256573721
Microsoft,10158572820018721,Where is it located at in the beginning of achieving this there's a point and destination I'm figuring out all in all great idea,2021-07-09 15:11:03,https://facebook.com/10158572820018721,Billie Jo VanEss,https://facebook.com/profile.php?id=100068945006852&fref=nf&rc=p&refid=52&__tn__=R,0,10158476920748721
Microsoft,10158462536008721,"air conditioners with internet to program them from the cell phone with an application and when we get home or office the place is cold and with the temperature that we program with the cell phone

air conditioners with internet to program them from the cell phone with an application and when we get home or office the place is cold and with the temperature that we program with the cell phone",2021-05-09 15:11:24,https://facebook.com/10158462536008721,Rafael Medina Pineda,https://facebook.com/rafael2012?fref=nf&rc=p&refid=52&__tn__=R,0,10158423456398721
Microsoft,10158407356058721,I had not finished. Anyhow  I purchased Office 2019 for Windows 10. Downloaded. It will not work. I only use word & excel. When I try to open  I get a big dialogue box on web. Answer if helpful & fill in box why not. Then just struck. Can't go anywhere  takes whole screen. I have to force shutdown the computer as can't close. I am at the point of tears. I can't get any help  I am stuck with product that does not work. If anyone can assist  Please I need help.,2021-04-09 15:12:12,https://facebook.com/10158407356058721,Karolina Hoesing,https://facebook.com/karolina.hoesing?fref=nf&rc=p&refid=52&__tn__=R,0,10158393522728721
Microsoft,10158403217273721,If this is the real Microsoft please help me get my old Xbox account back,2021-04-09 15:12:15,https://facebook.com/10158403217273721,Aaron West,https://facebook.com/aaron.west.777158?fref=nf&rc=p&refid=52&__tn__=R,0,10158393522728721
Microsoft,10158605737508721,Microsoft has charged my card almost 200 with 3 days. I have no account with them and have NEVER purchased anything from them. You cant even speak to a human when you call their customer service. I need these charges taken off my account NOW,2021-08-09 15:12:32,https://facebook.com/10158605737508721,Tiffany Kiser,https://facebook.com/tiffany.kiser.18?fref=nf&rc=p&refid=52&__tn__=R,0,10158381448418721
Microsoft,10158398732428721,Microsoft Word serious problem. I bought a Dell computer in 2011. I purchased it with Microsoft Office Home and Business 2010  perpetual software. I only use some of the programs. It has been working great all these years. I do a newsletter on it. I have spent most of the last 3 weeks doing working on this and emailing the file to 2 Directors to review and offer suggestions. Yesterday  after all this work  I email what was to be the final review. Word mismashed the document. I clicked the 'saved by Microsoft' copy and spent hours redoing and it glitched several more times. By nightfall I got a message that my Word program was a one year license only and I was past the use date. (don't remember exact wording. I'm afraid to access my Excel files in case I encounter the same screw up. I have purchased another computer with Microsoft Office and am using both. Help!!!,2021-04-09 15:12:35,https://facebook.com/10158398732428721,Terri Conlon,https://facebook.com/terri.conlon.7?fref=nf&rc=p&refid=52&__tn__=R,0,10158381448418721
Microsoft,10158554471003721,"WARNING! DO NOT BUY A MICROSOFT SURFACE PRO!!!
The battery in my computer is swelling and has destroyed the screen. This is a common problem with these machines and Microsoft knows it. There are countless forum posts and articles written about it. Yet Microsoft won't do anything about it. I called and emailed their customer support 3 times  and each time they said they'd escalate the situation  and they never did. Finally someone got back to me and said that my warranty has expired and my only option is to pay for a replacement! This is BS!
An exploding battery is an extreme fire hazard. The CS rep even told me to unplug the device and not use it. This could potentially burn down my house! But they are unwilling to do anything about the defective and dangerous product they sold me. It's beyod ridiculous. DO NOT BUY ONE OF THESE COMPUTERS!!!!",2021-07-09 15:12:38,https://facebook.com/10158554471003721,Joe Ratermann,https://facebook.com/joe.ratermann.9?fref=nf&rc=p&refid=52&__tn__=R,0,10158381448418721
Microsoft,10158398747123721,Research conducted by me found that I would be better prepared for future days off if I had a strong Xbox Series X  the one you have been under supplying for 163 days now. Get it together.,2021-04-09 15:12:41,https://facebook.com/10158398747123721,Jaime Rodriguez,https://facebook.com/Packman361?fref=nf&rc=p&refid=52&__tn__=R,0,10158381448418721
Microsoft,10158358243408721,I will never forget learning the basics of BASIC in the late 1970s on an Altair 8800 using a Microsoft BASIC interpreter.,2021-04-09 15:12:59,https://facebook.com/10158358243408721,Frank Seidel,https://facebook.com/frank.seidel.792?fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158359370558721,Happy anniversary to all the Microsoft employees over there in India trying their hardest to make I mean steal a few dollars or thousands everyday.,2021-04-09 15:13:02,https://facebook.com/10158359370558721,Chip Bruce,https://facebook.com/chipster73?fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158359631473721,As a longtime writer  you've made my life so much easier. And thank you for your support of voting rights for all Americans.,2021-04-09 15:13:05,https://facebook.com/10158359631473721,Marianne NV Thompson,https://facebook.com/MarianneNV?fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158358454648721,Happy anniversary!  i guess it's the time to get a proper graphic designer Microsoft  nope!?,2021-04-09 15:13:08,https://facebook.com/10158358454648721,Thomas Harb,https://facebook.com/thomas.harb.3?fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158358489268721,Happy Anniversary. What inspired the name?,2021-04-09 15:13:11,https://facebook.com/10158358489268721,Hassan Mattia,https://facebook.com/hassan.mattia.7?fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158516752358721,My 8 year old son told me that logo was originally in gray! He’s kind of a Microsoft history guru! Love the color for the anniversary!,2021-06-09 15:13:14,https://facebook.com/10158516752358721,Lisa Sims,https://facebook.com/lisa.sims.5076?fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158358401983721,Happy anniversary  context shifting  future inventing!,2021-04-09 15:13:17,https://facebook.com/10158358401983721,Pascal Diebold,https://facebook.com/pascal.diebold.3?fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158358692678721,"Happy 46th anniversary.
The company has come a long way since its inception by Mr. Gates and his late company partner Paul Allen.",2021-04-09 15:13:20,https://facebook.com/10158358692678721,Manuel Alvarado,https://facebook.com/WolfChiManuel?fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158375100333721,"Well that's nice  and a sincere ""Congrats!"" to you all. I also see that you are about to release AoE IV somewhere this Fall. What about those among us who still patiently await for the Starlancer remake or a sequel of the equally good quality? 🤔",2021-04-09 15:13:23,https://facebook.com/10158375100333721,Pasko Alujevic Segedin Kuzmanic,https://facebook.com/profile.php?id=1667153214&fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158360015678721,The color  design  and style...Let's go retro into the future! Happy anniversary!,2021-04-09 15:13:27,https://facebook.com/10158360015678721,Adam Devino,https://facebook.com/adevino?fref=nf&rc=p&__tn__=R,0,10158358024258721
Microsoft,10158582991463721,"Microsoft Teams is the best videoconferenci
ng app!",2021-07-09 15:13:35,https://facebook.com/10158582991463721,Benjamin Huang,https://facebook.com/BenjaminHuang1996?fref=nf&rc=p&refid=52&__tn__=R,0,10158351928073721
Microsoft,10158355402443721,Why don't you fix the problem that you created after the latest update that won't allow things to be printed. There's a big rectangle missing in the center. My whole FB group is having trouble with their printers.  The numbered update you put out will not allow it to be installed on my computer. Says this is not applicable.,2021-04-09 15:13:38,https://facebook.com/10158355402443721,Linda Jeanne,https://facebook.com/linda.jeannex?fref=nf&rc=p&refid=52&__tn__=R,0,10158351928073721
Microsoft,10158353179163721,I am disappointed with the customer service handling and report that after 1.5 years my Surface Book is experiencing catastrophic system failure and won’t turn on. A 2k computer that had been used a handful of times and sits in a drawer shouldn’t stop working after such a short time. Customer service was supposed to connect me with a Manager and never reached out  my only option given by a customer service associate was to buy a brand new computer or a refurbished one. This is unacceptable to have to spend another thousand dollars after I spent 2k on the first computer. In addition  the customer service associate shamed me for not buying the extended warranty. Is it the customers fault for not predicting your software would fail within the first two years when the computer was barely used? I would like to request to connect with a high level representative to resolve this. I typically buy Apple products and took a chance on Microsoft  only to be scammed.,2021-04-09 15:13:41,https://facebook.com/10158353179163721,Stephanie Hendrixson,https://facebook.com/stephanie.hendrixson.1?fref=nf&rc=p&refid=52&__tn__=R,0,10158351928073721
Microsoft,10158382692858721,DO NOT BUY MICROSOFT PRODUCTS! I BOUGHT A BRAND NEW TOP OF THE LINE MICROSOFT SURFACE LAPTOP. THE LAPTOP HAS MANY PROBLEMS WITH IT JUST THREE MONTHS AFTER I BOUGHT IT AND NOW THEY WILL ONLY REPLACE IT WITH REFURBISHED EQUIPMENT THAT IS ALSO FAULTY. NEVER BUY MICROSOFT!,2021-04-09 15:13:44,https://facebook.com/10158382692858721,Panayoti Floros,https://facebook.com/panayoti.floros?fref=nf&rc=p&refid=52&__tn__=R,0,10158351928073721
Microsoft,10158351511638721,Love to use Microsoft products always #surface best one,2021-04-09 15:14:05,https://facebook.com/10158351511638721,Laptop Repair World,https://facebook.com/LaptopRepairWorld/?rc=p&refid=52&__tn__=%7ER,0,10158329440253721
Microsoft,10158382693358721,DO NOT BUY MICROSOFT PRODUCTS! I BOUGHT A BRAND NEW TOP OF THE LINE MICROSOFT SURFACE LAPTOP. THE LAPTOP HAS MANY PROBLEMS WITH IT JUST THREE MONTHS AFTER I BOUGHT IT AND NOW THEY WILL ONLY REPLACE IT WITH REFURBISHED EQUIPMENT THAT IS ALSO FAULTY. NEVER BUY MICROSOFT!,2021-04-09 15:14:08,https://facebook.com/10158382693358721,Panayoti Floros,https://facebook.com/panayoti.floros?fref=nf&rc=p&refid=52&__tn__=R,0,10158329440253721
Microsoft,10158382693933721,DO NOT BUY MICROSOFT PRODUCTS! I BOUGHT A BRAND NEW TOP OF THE LINE MICROSOFT SURFACE LAPTOP. THE LAPTOP HAS MANY PROBLEMS WITH IT JUST THREE MONTHS AFTER I BOUGHT IT AND NOW THEY WILL ONLY REPLACE IT WITH REFURBISHED EQUIPMENT THAT IS ALSO FAULTY. NEVER BUY MICROSOFT!,2021-04-09 15:14:18,https://facebook.com/10158382693933721,Panayoti Floros,https://facebook.com/panayoti.floros?fref=nf&rc=p&refid=52&__tn__=R,0,10158295490863721
Microsoft,10158304915723721,"Hello  I cannot log into my hotmail account because I requested a change in my cell phone number information for the two verification. I also forgot my password. Please at least tell me when I will be able to access my account or please fix this for me ASAP so I can have access to my account!

I have important e-mails coming in and there is no way for me to see them!!!!!!!! Unfortunately  it is impossible to reach Microsoft so I am contacting you here!

I believe you will lose a lot of customers do to this type of customer service! You haven’t even replied to the visitor posts!!!!!

Thank you.

Kind regards

Petra",2021-03-09 15:14:21,https://facebook.com/10158304915723721,Petra Malbaša,https://facebook.com/petra.malbasa2?fref=nf&rc=p&refid=52&__tn__=R,0,10158295490863721
Microsoft,10158291317203721,"Hello  after countless number of times trying to connect to my friends world on PS4 Minecraft - I've spent hours on trying to figure out how to maybe fix this  I got it to work one time  but then that method stopped working.. It seems like you don't care about all these people having issues with establishing connection on PS4 and XBOX.. I only bought the game to play with my friend  but as you probably can tell  this is not possible.

I want a refund  I want my money back. This is not how you treat your community! It's been going on for months and your service is absolute and utterly TRASH.",2021-03-09 15:14:43,https://facebook.com/10158291317203721,Søren Refsgaard,https://facebook.com/soren.meyer.9?fref=nf&rc=p&refid=52&__tn__=R,0,10158286753918721
Microsoft,10158346474223721,"Can you fix the stupid color schemes? off white on white  very very very dark gray on black  and stupid high contrast. I'm forced to use Windows/Teams for work  at least bring back some degree of customization. This article notes the difficulty for visually impaired - which I am not... yet... but I might be after a few more years staring at Teams: http://
blog.blacksphere
tech.com/?p=423",2021-04-09 15:14:46,https://facebook.com/10158346474223721,Mark Thoren,https://facebook.com/mark.thoren?fref=nf&rc=p&refid=52&__tn__=R,0,10158286753918721
Microsoft,10158305622778721,"Microsoft has a very ........ account recovery system   I am trying to unlock my account they send me a code to my secondary email to change my password  I do then it tells me password change was successful then it takes me to sign in   as soon as I enter my hotmail I get a message that they send me a code to my ( locked ) hotmail .
well  what do I do with a code that I cannot get to  I have been doing that for the last 2 weeks or so   customer support cannot do any thing.
I have gmail and yahoo accounts which are much easier and more user friendly  at this point I will continue to use my other accounts and forget about the stupid hotmail .",2021-03-09 15:14:49,https://facebook.com/10158305622778721,Ammar Jesri,https://facebook.com/ammar.jesri?fref=nf&rc=p&refid=52&__tn__=R,0,10158286753918721
Microsoft,10158382700048721,DO NOT BUY MICROSOFT PRODUCTS! I BOUGHT A BRAND NEW TOP OF THE LINE MICROSOFT SURFACE LAPTOP. THE LAPTOP HAS MANY PROBLEMS WITH IT JUST THREE MONTHS AFTER I BOUGHT IT AND NOW THEY WILL ONLY REPLACE IT WITH REFURBISHED EQUIPMENT THAT IS ALSO FAULTY. NEVER BUY MICROSOFT!,2021-04-09 15:15:08,https://facebook.com/10158382700048721,Panayoti Floros,https://facebook.com/panayoti.floros?fref=nf&rc=p&refid=52&__tn__=R,0,10158279384303721
Microsoft,10158327162088721,Hi. My surface book 3 screen recently cracked after I just closed it. I did not drop it. It is now cracked. I noticed that there was a report that this could happen. I need it replaced and it is still under warranty. I could not figure out how to get in touch with customer service because when I tried to have them call me it never connected ( i was on hold for 45 minutes). I would like someone to contact me as this is very frustrating to buy a new computer for 2k+ and have it break despite having a protective glass and case that I use.,2021-03-09 15:15:20,https://facebook.com/10158327162088721,Elli Kaufmann,https://facebook.com/ellik?fref=nf&rc=p&refid=52&__tn__=R,0,10158277570783721
Microsoft,10158456304463721,Here's some feedback. This will be the last Microsoft product I buy! My laptop is constantly doing updates which means I don't actually get to use the computer I purchased because Microsoft always has it. Total ridiculous waste of time. Figure it out.,2021-05-09 15:15:29,https://facebook.com/10158456304463721,Kat Wainwright,https://facebook.com/kathleen.m.wainwright?fref=nf&rc=p&refid=52&__tn__=R,0,10158268697508721
Microsoft,10158272035483721,"Your daily pass program you plan to force on families in LA school district is disgusting  evil and reeks of communism. Pull your kids out of public school now parents!!! https://
fast.wistia.net/
embed/iframe/
fil2ny4jfb?twitt
er=true&fbclid=
IwAR3KKy_c2OJPc
PIIjiWAkWZjjU_Y
YirsnEYKnjEf7kF
W-_fpKCW80JXrJe
Q",2021-03-09 15:15:32,https://facebook.com/10158272035483721,Erica Jimenez-Villalpando,https://facebook.com/erica.jimenezvillalpando?fref=nf&rc=p&refid=52&__tn__=R,0,10158268697508721
Microsoft,10158242008503721,Nick Hanlon,2021-02-09 15:16:00,https://facebook.com/10158242008503721,Nick Hanlon,https://facebook.com/nhanlon1?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158239588543721,Happy Valentine's day too,2021-02-09 15:16:03,https://facebook.com/10158239588543721,Ratif Ssemujju,https://facebook.com/ra.tiph.10?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158244284288721,Happy valatine to you,2021-02-09 15:16:07,https://facebook.com/10158244284288721,Adenigba Maverlous Ayomide,https://facebook.com/joy.oluwafunmi.9?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158243972388721,Haha  microshit is a wuss for celebrating valentine  seeing how they don't even know what love is. The only love they could feel  is the greedy love for money  not people.,2021-02-09 15:16:10,https://facebook.com/10158243972388721,Silje Camilla,https://facebook.com/SiljeCamillaGamer?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158241030673721,So who's got the balls to tell me why u don't want me talking to her because her dad's cool with it,2021-02-09 15:16:13,https://facebook.com/10158241030673721,Diego Franco Sr.,https://facebook.com/diego.franco.313?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158263009223721,Yo. I love it,2021-02-09 15:16:16,https://facebook.com/10158263009223721,Steven King,https://facebook.com/presidentstevenlewisking?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158243012393721,"💙💛
💚💜",2021-02-09 15:16:19,https://facebook.com/10158243012393721,Michael Wilson,https://facebook.com/profile.php?id=100004223029234&fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158690369858721,Nice,2021-09-09 15:16:22,https://facebook.com/10158690369858721,Beff King,https://facebook.com/profile.php?id=100072576292700&fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158274931788721,Greater control from GOD HAND ✋,2021-03-09 15:16:25,https://facebook.com/10158274931788721,Daniel Ofori,https://facebook.com/profile.php?id=100057949364956&fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158253547963721,Colossal FAIL  Microsoft. Been waiting for resolution DAY 5 for a problem that is obviously not important to YOU  but very important to me as a small business owner.,2021-02-09 15:16:28,https://facebook.com/10158253547963721,Amy Biedermann Halm,https://facebook.com/amyhalm?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158244085863721,"Your best Valentine's present to me would be to sever all ties to CloudRoute LLC as a ""trusted Microsoft Cloud Solution Provider (CSP)"" now that they have made the business decision to host the alt-right hate app Parler.
Will you do the right thing  Microsoft???",2021-02-09 15:16:31,https://facebook.com/10158244085863721,Charlie Wilson,https://facebook.com/charlie.wilson.75470?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158268736598721,hey why dont you fix onedrive so i control what it does and not up load everything on my desktop to the cloud. all 50 gb. that i didnt want in the cloud. and it removed my photos and they are gone too. Fix it.,2021-02-09 15:16:34,https://facebook.com/10158268736598721,Robert Lovelace,https://facebook.com/robert.lovelace.33?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158241476073721,How about support for TCL Roku Smart TVs so that's they don't show up as Generic PnP!?! That would show me you really care this Valentine's day. It's only been something you have neglected since Win 10 came out!,2021-02-09 15:16:37,https://facebook.com/10158241476073721,Mark Alexander,https://facebook.com/profile.php?id=100055960570149&fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158244743148721,"Because I have nothing better to during my day then play the ""verify your account"" every time I send an email. Seriously WTF is wrong with you Microsoft?",2021-02-09 15:16:40,https://facebook.com/10158244743148721,Regina P Robinson,https://facebook.com/regina.p.robinson.7?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158242631593721,"how do i stop the daily updates of stuff i dont want or need  day after day hour after hour my computer locks up in the middle of work only to get 'not responding' anyways!!!!!!!!
!!!!!!!",2021-02-09 15:16:43,https://facebook.com/10158242631593721,Mike Maxwell,https://facebook.com/mike.maxwell.165?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158239470723721,Thank you Microsoft. We appreciate you doing the right thing no more corporate monies to any GOP. We will continue to buy your products over and over again.,2021-02-09 15:16:46,https://facebook.com/10158239470723721,Myra Freeman,https://facebook.com/myra.r.freeman?fref=nf&rc=p&__tn__=R,0,10158239454413721
Microsoft,10158225974488721,Thanks for charging me for a subscription that I cancelled. I'm sure my $50 will make all the difference in keeping Microsoft healthy for the future.,2021-02-09 15:17:18,https://facebook.com/10158225974488721,Matt Young,https://facebook.com/myoung?fref=nf&rc=p&refid=52&__tn__=R,0,10158212462898721
Microsoft,10158219922408721,Gonna be hard to play with your xbox controllers that consistently get the drifting problems. How about instead of trying to force arbitration. You just own up to the fact that you made a sub par controller for years and years and years. Just pay up instead of hiding behind your ToS.... For this I will switch to ps5 and boycott windows on all my pcs. Ubuntu/arch are superior anyhow...,2021-02-09 15:17:21,https://facebook.com/10158219922408721,Nick Martineau,https://facebook.com/NMarti1984?fref=nf&rc=p&refid=52&__tn__=R,0,10158212462898721
Microsoft,10158225976203721,Thanks for charging me for a subscription that I cancelled. I'm sure my $50 will make all the difference in keeping Microsoft healthy for the future.,2021-02-09 15:17:40,https://facebook.com/10158225976203721,Matt Young,https://facebook.com/myoung?fref=nf&rc=p&refid=52&__tn__=R,0,10158207193843721
Microsoft,10158221180863721,how about getting a better customer service program instead of a bot that hangs up all the time.,2021-02-09 15:17:43,https://facebook.com/10158221180863721,Michael Ray,https://facebook.com/mr15insanity?fref=nf&rc=p&refid=52&__tn__=R,0,10158207193843721
Microsoft,10158215965093721,Why did Microsoft put a man in prison for a year for helping our environment?,2021-02-09 15:17:46,https://facebook.com/10158215965093721,Justin Lloyd,https://facebook.com/justin.scottlloyd?fref=nf&rc=p&refid=52&__tn__=R,0,10158207193843721
Microsoft,10158218136288721,Refusing to donate to the patriotic Republicans that stood against the election fraud is despicable. I can’t wait to purchase from any competing company,2021-02-09 15:17:49,https://facebook.com/10158218136288721,Kati Lovasz,https://facebook.com/Kati.Lovasz?fref=nf&rc=p&refid=52&__tn__=R,0,10158207193843721
Microsoft,10158217589663721,How do you talk to live person without signing on to account,2021-02-09 15:17:52,https://facebook.com/10158217589663721,Richard Miller,https://facebook.com/richard.miller.1238?fref=nf&rc=p&refid=52&__tn__=R,0,10158207193843721
Microsoft,10158280249968721,I move all my Junk Mail to a folder so MS has to pay to store it. It also allows me to search it if someone says they sent me something. If MS weren't such idiots (assh*les) they would allow user filtering before applying their Junk filter.,2021-03-09 15:17:55,https://facebook.com/10158280249968721,Bill Jones,https://facebook.com/Bill.Jones69?fref=nf&rc=p&refid=52&__tn__=R,0,10158207193843721
Microsoft,10158288314958721,I wonder if I complain everywhere and anywhere will Microsoft actually deal with my problem and stop destroying my work.,2021-03-09 15:17:58,https://facebook.com/10158288314958721,Dave Adnett,https://facebook.com/dave.adnett?fref=nf&rc=p&refid=52&__tn__=R,0,10158207193843721
Microsoft,10158217496763721,The blood !!!,2021-02-09 15:18:01,https://facebook.com/10158217496763721,Jordan Nembot Frd,https://facebook.com/jordan.nembot.5?fref=nf&rc=p&refid=52&__tn__=R,0,10158207193843721
